起点ID,起点类型,关系名称,终点ID,终点类型,示例
5b5e301c1b9b,诗文实体,属于形式,c809738f22126c36,形式实体,鹧鸪天·重过阊门万事非 → 属于形式 → 词
8d7eab9265d3,诗文实体,属于形式,be6715edcbe7db8f,形式实体,遣悲怀三首·其二 → 属于形式 → 诗
26b87875bd77,诗文实体,属于形式,c809738f22126c36,形式实体,蝶恋花·辛苦最怜天上月 → 属于形式 → 词
f32e3a94a000,诗文实体,属于形式,be6715edcbe7db8f,形式实体,沈园二首·其二 → 属于形式 → 诗
ccff49f45809,诗文实体,属于形式,c809738f22126c36,形式实体,西江月·梅花 → 属于形式 → 词
c20e02dc390a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,遣悲怀三首·其一 → 属于形式 → 诗
958cd1e3c484,诗文实体,属于形式,c809738f22126c36,形式实体,临江仙·送王缄 → 属于形式 → 词
689770b9b1ee,诗文实体,属于形式,c809738f22126c36,形式实体,山花子·风絮飘残已化萍 → 属于形式 → 词
e5275088809c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,蓼莪 → 属于形式 → 诗
465c026fba47,诗文实体,属于形式,be6715edcbe7db8f,形式实体,哭李商隐 → 属于形式 → 诗
48e151a87687,诗文实体,属于形式,c809738f22126c36,形式实体,南乡子·为亡妇题照 → 属于形式 → 词
adf1885a838a,诗文实体,属于形式,c809738f22126c36,形式实体,卜算子·悼国际共产主义战士艾地同志 → 属于形式 → 词
d13d20fcffc4,诗文实体,属于形式,c809738f22126c36,形式实体,清平乐·六盘山 → 属于形式 → 词
1cc0aae7f75d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀古迹五首·其三 → 属于形式 → 诗
7b8b53c74b60,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀八十二首·其一 → 属于形式 → 诗
ec6251c61e7d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,自京赴奉先县咏怀五百字 → 属于形式 → 诗
fe6a8d52e5ad,诗文实体,属于形式,be6715edcbe7db8f,形式实体,君子于役 → 属于形式 → 诗
5853b45b56b2,诗文实体,属于形式,be6715edcbe7db8f,形式实体,山村咏怀 → 属于形式 → 诗
70e98eb5d973,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀古迹五首·其五 → 属于形式 → 诗
37b5405144f1,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀古迹五首·其二 → 属于形式 → 诗
8ffb6ad3de87,诗文实体,属于形式,c809738f22126c36,形式实体,鹊桥仙·一竿风月 → 属于形式 → 词
d87229be0d7a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀古迹五首·其一 → 属于形式 → 诗
5bf09ef51713,诗文实体,属于形式,be6715edcbe7db8f,形式实体,清明 → 属于形式 → 诗
c50a844f513d,诗文实体,属于形式,c809738f22126c36,形式实体,南乡子·自述 → 属于形式 → 词
c7a26c8e23c8,诗文实体,属于形式,be6715edcbe7db8f,形式实体,寒食野望吟 → 属于形式 → 诗
66eebf9f4ab8,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀古迹五首·其四 → 属于形式 → 诗
0cc075a8effc,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠程处士 → 属于形式 → 诗
fef429e37d1c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,岁夜咏怀 → 属于形式 → 诗
4a64bc1db8b9,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏怀八十二首·其七十九 → 属于形式 → 诗
12e69f000057,诗文实体,属于形式,c809738f22126c36,形式实体,永遇乐·京口北固亭怀古 → 属于形式 → 词
85b8792a66ac,诗文实体,属于形式,c809738f22126c36,形式实体,江城子·密州出猎 → 属于形式 → 词
19f9f352c186,诗文实体,属于形式,c809738f22126c36,形式实体,满江红·写怀 → 属于形式 → 词
89d3a63c6d7f,诗文实体,属于形式,be6715edcbe7db8f,形式实体,春望 → 属于形式 → 诗
06df643b48ef,诗文实体,属于形式,c809738f22126c36,形式实体,水龙吟·登建康赏心亭 → 属于形式 → 词
3cfc9856b57a,诗文实体,属于形式,c809738f22126c36,形式实体,南乡子·登京口北固亭有怀 → 属于形式 → 词
5796865dca4a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,过零丁洋 → 属于形式 → 诗
8e8011f614fb,诗文实体,属于形式,be6715edcbe7db8f,形式实体,泊秦淮 → 属于形式 → 诗
958ebfc84111,诗文实体,属于形式,c809738f22126c36,形式实体,菩萨蛮·书江西造口壁 → 属于形式 → 词
4830155d39b2,诗文实体,属于形式,be6715edcbe7db8f,形式实体,无衣 → 属于形式 → 诗
e4cd80aceb52,诗文实体,属于形式,be6715edcbe7db8f,形式实体,夏日绝句 → 属于形式 → 诗
966c8a76211f,诗文实体,属于形式,be6715edcbe7db8f,形式实体,示儿 → 属于形式 → 诗
264d7fe426e8,诗文实体,属于形式,c809738f22126c36,形式实体,诉衷情·当年万里觅封侯 → 属于形式 → 词
38c4a0c84fe9,诗文实体,属于形式,be6715edcbe7db8f,形式实体,十一月四日风雨大作二首 → 属于形式 → 诗
b0d3f72465ef,诗文实体,属于形式,be6715edcbe7db8f,形式实体,黄鹤楼 → 属于形式 → 诗
0a4d69889c65,诗文实体,属于形式,c809738f22126c36,形式实体,长相思·山一程 → 属于形式 → 词
720b46d38537,诗文实体,属于形式,be6715edcbe7db8f,形式实体,次北固山下 → 属于形式 → 诗
c35a60c1a8e2,诗文实体,属于形式,be6715edcbe7db8f,形式实体,静夜思 → 属于形式 → 诗
be1894114330,诗文实体,属于形式,be6715edcbe7db8f,形式实体,春夜洛城闻笛 → 属于形式 → 诗
d75a706935de,诗文实体,属于形式,be6715edcbe7db8f,形式实体,九月九日忆山东兄弟 → 属于形式 → 诗
7cc200edc65e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,望月怀远 → 属于形式 → 诗
c72d94b49cc6,诗文实体,属于形式,be6715edcbe7db8f,形式实体,涉江采芙蓉 → 属于形式 → 诗
74ecdd7f533b,诗文实体,属于形式,c809738f22126c36,形式实体,菩萨蛮·人人尽说江南好 → 属于形式 → 词
df14e6fd217b,诗文实体,属于形式,be6715edcbe7db8f,形式实体,泊船瓜洲 → 属于形式 → 诗
faf9dc70bff2,诗文实体,属于形式,c809738f22126c36,形式实体,苏幕遮·燎沉香 → 属于形式 → 词
1fecfb7d6ac8,诗文实体,属于形式,be6715edcbe7db8f,形式实体,采薇 → 属于形式 → 诗
2523dc7baa84,诗文实体,属于形式,c809738f22126c36,形式实体,卜算子·咏梅 → 属于形式 → 词
e8c610c2308b,诗文实体,属于形式,c809738f22126c36,形式实体,卜算子·咏梅 → 属于形式 → 词
61aafc0a47a9,诗文实体,属于形式,c809738f22126c36,形式实体,水龙吟·次韵章质夫杨花词 → 属于形式 → 词
846e626d74d3,诗文实体,属于形式,be6715edcbe7db8f,形式实体,梅花 → 属于形式 → 诗
e5c9337524b7,诗文实体,属于形式,be6715edcbe7db8f,形式实体,竹石 → 属于形式 → 诗
d2e8215fe910,诗文实体,属于形式,c809738f22126c36,形式实体,鹧鸪天·桂花 → 属于形式 → 词
e2890c61279c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,题破山寺后禅院 → 属于形式 → 诗
c6c93895df0a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,石灰吟 → 属于形式 → 诗
82fd6027caf3,诗文实体,属于形式,be6715edcbe7db8f,形式实体,墨梅 → 属于形式 → 诗
0cf974c0b70a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,蜂 → 属于形式 → 诗
2d0c9ade951e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠从弟·其二 → 属于形式 → 诗
c8414cce04e1,诗文实体,属于形式,be6715edcbe7db8f,形式实体,蝉 → 属于形式 → 诗
09d31b73b44d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,长恨歌 → 属于形式 → 诗
4c5705b99143,诗文实体,属于形式,be6715edcbe7db8f,形式实体,关雎 → 属于形式 → 诗
1a4c484f9364,诗文实体,属于形式,be6715edcbe7db8f,形式实体,无题·相见时难别亦难 → 属于形式 → 诗
d5ac0bd52789,诗文实体,属于形式,c809738f22126c36,形式实体,钗头凤·红酥手 → 属于形式 → 词
15cd220102d6,诗文实体,属于形式,be6715edcbe7db8f,形式实体,蒹葭 → 属于形式 → 诗
87e447468c9e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,静女 → 属于形式 → 诗
f44e79379dd7,诗文实体,属于形式,c809738f22126c36,形式实体,钗头凤·世情薄 → 属于形式 → 词
cfe0289eb931,诗文实体,属于形式,be6715edcbe7db8f,形式实体,子衿 → 属于形式 → 诗
7f09a756c9c0,诗文实体,属于形式,be6715edcbe7db8f,形式实体,迢迢牵牛星 → 属于形式 → 诗
c616fab1b377,诗文实体,属于形式,c809738f22126c36,形式实体,生查子·元夕 → 属于形式 → 词
44ba4afb80db,诗文实体,属于形式,be6715edcbe7db8f,形式实体,山居秋暝 → 属于形式 → 诗
a537ff195683,诗文实体,属于形式,be6715edcbe7db8f,形式实体,归园田居·其一 → 属于形式 → 诗
5b90a9bb5230,诗文实体,属于形式,be6715edcbe7db8f,形式实体,饮酒·其五 → 属于形式 → 诗
09294abb5f67,诗文实体,属于形式,be6715edcbe7db8f,形式实体,游山西村 → 属于形式 → 诗
4809b5e7a16a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,竹里馆 → 属于形式 → 诗
e9b1a8b4def0,诗文实体,属于形式,be6715edcbe7db8f,形式实体,鹿柴 → 属于形式 → 诗
03e80e28a0c2,诗文实体,属于形式,c809738f22126c36,形式实体,清平乐·村居 → 属于形式 → 词
4a0d548bebb3,诗文实体,属于形式,be6715edcbe7db8f,形式实体,过故人庄 → 属于形式 → 诗
a9c118750a79,诗文实体,属于形式,be6715edcbe7db8f,形式实体,归园田居·其三 → 属于形式 → 诗
6e4b9596b2f3,诗文实体,属于形式,be6715edcbe7db8f,形式实体,四时田园杂兴·其二十五 → 属于形式 → 诗
d0c23694485b,诗文实体,属于形式,be6715edcbe7db8f,形式实体,汉江临泛 → 属于形式 → 诗
b6325c42ea5c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,酌酒与裴迪 → 属于形式 → 诗
047024512325,诗文实体,属于形式,be6715edcbe7db8f,形式实体,下终南山过斛斯山人宿置酒 → 属于形式 → 诗
b2c5b8e21855,诗文实体,属于形式,be6715edcbe7db8f,形式实体,终南山 → 属于形式 → 诗
61ac7e419655,诗文实体,属于形式,be6715edcbe7db8f,形式实体,积雨辋川庄作 → 属于形式 → 诗
8813f91342c8,诗文实体,属于形式,be6715edcbe7db8f,形式实体,渭川田家 → 属于形式 → 诗
2d6b0c83a500,诗文实体,属于形式,be6715edcbe7db8f,形式实体,木兰诗 → 属于形式 → 诗
eac60a89b973,诗文实体,属于形式,be6715edcbe7db8f,形式实体,竹枝词二首·其一 → 属于形式 → 诗
5f6efd08156d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,十五从军征 → 属于形式 → 诗
98b6f526d292,诗文实体,属于形式,be6715edcbe7db8f,形式实体,芣苢 → 属于形式 → 诗
ef9cd9ba44bb,诗文实体,属于形式,be6715edcbe7db8f,形式实体,江南 → 属于形式 → 诗
f996111bff75,诗文实体,属于形式,be6715edcbe7db8f,形式实体,敕勒歌 → 属于形式 → 诗
495ec34d0ba5,诗文实体,属于形式,be6715edcbe7db8f,形式实体,饮马长城窟行 → 属于形式 → 诗
97cbaf7a1964,诗文实体,属于形式,c809738f22126c36,形式实体,采桑子·恨君不似江楼月 → 属于形式 → 词
ad0519f8aa03,诗文实体,属于形式,be6715edcbe7db8f,形式实体,战城南 → 属于形式 → 诗
94eb5d41fec6,诗文实体,属于形式,be6715edcbe7db8f,形式实体,哥舒歌 → 属于形式 → 诗
e814b38c37b1,诗文实体,属于形式,fe4ece4d4b1d3c1b,形式实体,月儿弯弯照九州 → 属于形式 → 曲
a40af7ba79a0,诗文实体,属于形式,be6715edcbe7db8f,形式实体,兰溪棹歌 → 属于形式 → 诗
a382ca3b15bc,诗文实体,属于形式,c809738f22126c36,形式实体,生查子·新月曲如眉 → 属于形式 → 词
863659d1c3b7,诗文实体,属于形式,be6715edcbe7db8f,形式实体,陇头歌辞三首 → 属于形式 → 诗
8d3726cb1d0c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,黄台瓜辞 → 属于形式 → 诗
8658b61e105e,诗文实体,属于形式,c809738f22126c36,形式实体,渔家傲·近日门前溪水涨 → 属于形式 → 词
c7a0f08d98cd,诗文实体,属于形式,be6715edcbe7db8f,形式实体,氓 → 属于形式 → 诗
6ba04da3fdc1,诗文实体,属于形式,be6715edcbe7db8f,形式实体,桃夭 → 属于形式 → 诗
ef5d59cd84c7,诗文实体,属于形式,be6715edcbe7db8f,形式实体,风雨 → 属于形式 → 诗
b9ab0867011e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,月出 → 属于形式 → 诗
bec4205dd233,诗文实体,属于形式,be6715edcbe7db8f,形式实体,采葛 → 属于形式 → 诗
21c484c79935,诗文实体,属于形式,be6715edcbe7db8f,形式实体,击壤歌 → 属于形式 → 诗
f06f718cf810,诗文实体,属于形式,be6715edcbe7db8f,形式实体,女曰鸡鸣 → 属于形式 → 诗
d0ac54268f99,诗文实体,属于形式,be6715edcbe7db8f,形式实体,溱洧 → 属于形式 → 诗
0ff890611179,诗文实体,属于形式,be6715edcbe7db8f,形式实体,摽有梅 → 属于形式 → 诗
8c5c5c7d5a74,诗文实体,属于形式,be6715edcbe7db8f,形式实体,将仲子 → 属于形式 → 诗
ce67c019d17c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,弹歌 → 属于形式 → 诗
1ff4c7b9a294,诗文实体,属于形式,be6715edcbe7db8f,形式实体,褰裳 → 属于形式 → 诗
7454690ac42c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,匈奴歌 → 属于形式 → 诗
3f264f1aa8b4,诗文实体,属于形式,be6715edcbe7db8f,形式实体,南风歌 → 属于形式 → 诗
d59ec5d6c91c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,蜀道难 → 属于形式 → 诗
630c04c81858,诗文实体,属于形式,be6715edcbe7db8f,形式实体,观沧海 → 属于形式 → 诗
62802abab937,诗文实体,属于形式,be6715edcbe7db8f,形式实体,望庐山瀑布 → 属于形式 → 诗
97e6296bfb8d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,望天门山 → 属于形式 → 诗
5fb51378286c,诗文实体,属于形式,c809738f22126c36,形式实体,念奴娇·赤壁怀古 → 属于形式 → 词
625762a4b089,诗文实体,属于形式,be6715edcbe7db8f,形式实体,蜀相 → 属于形式 → 诗
8820c89ca4e5,诗文实体,属于形式,be6715edcbe7db8f,形式实体,登金陵凤凰台 → 属于形式 → 诗
3fb397218a1e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赤壁 → 属于形式 → 诗
17a86f6c536a,诗文实体,属于形式,c809738f22126c36,形式实体,桂枝香·金陵怀古 → 属于形式 → 词
8b671db8c10d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,乌衣巷 → 属于形式 → 诗
1bd53945715b,诗文实体,属于形式,fe4ece4d4b1d3c1b,形式实体,山坡羊·潼关怀古 → 属于形式 → 曲
dbb06600f9dd,诗文实体,属于形式,c809738f22126c36,形式实体,浪淘沙·北戴河 → 属于形式 → 词
1abc932ae63c,诗文实体,属于形式,be6715edcbe7db8f,形式实体,西塞山怀古 → 属于形式 → 诗
8cd2e7482da9,诗文实体,属于形式,be6715edcbe7db8f,形式实体,正气歌 → 属于形式 → 诗
a9a0b6b0eede,诗文实体,属于形式,be6715edcbe7db8f,形式实体,长沙过贾谊宅 → 属于形式 → 诗
284e20a25958,诗文实体,属于形式,c809738f22126c36,形式实体,临江仙·滚滚长江东逝水 → 属于形式 → 词
f901ff46c060,诗文实体,属于形式,be6715edcbe7db8f,形式实体,题乌江亭 → 属于形式 → 诗
ccf0369362c7,诗文实体,属于形式,be6715edcbe7db8f,形式实体,过华清宫绝句三首 → 属于形式 → 诗
ac6684b5da86,诗文实体,属于形式,be6715edcbe7db8f,形式实体,长安古意 → 属于形式 → 诗
5f6cff2b82eb,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏史八首·其二 → 属于形式 → 诗
c5d649eab603,诗文实体,属于形式,be6715edcbe7db8f,形式实体,过华清宫绝句三首·其一 → 属于形式 → 诗
c0a761477b1e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,敌戒 → 属于形式 → 诗
f82821b9d569,诗文实体,属于形式,c809738f22126c36,形式实体,声声慢·寻寻觅觅 → 属于形式 → 词
b827b3f18b38,诗文实体,属于形式,c809738f22126c36,形式实体,蝶恋花·庭院深深深几许 → 属于形式 → 词
91843a09f605,诗文实体,属于形式,c809738f22126c36,形式实体,菩萨蛮·小山重叠金明灭 → 属于形式 → 词
6e0fcfd7a813,诗文实体,属于形式,c809738f22126c36,形式实体,望江南·梳洗罢 → 属于形式 → 词
bea0a298570b,诗文实体,属于形式,be6715edcbe7db8f,形式实体,闺怨 → 属于形式 → 诗
33c39ef42500,诗文实体,属于形式,be6715edcbe7db8f,形式实体,有所思 → 属于形式 → 诗
33daedbc42a1,诗文实体,属于形式,be6715edcbe7db8f,形式实体,佳人 → 属于形式 → 诗
0ff2c1abc208,诗文实体,属于形式,c809738f22126c36,形式实体,摊破浣溪沙·菡萏香销翠叶残 → 属于形式 → 词
f1ed977962de,诗文实体,属于形式,be6715edcbe7db8f,形式实体,青青河畔草 → 属于形式 → 诗
76204c44352b,诗文实体,属于形式,c809738f22126c36,形式实体,蝶恋花·梦入江南烟水路 → 属于形式 → 词
ee16df5673bc,诗文实体,属于形式,be6715edcbe7db8f,形式实体,将进酒 → 属于形式 → 诗
1921957e6e83,诗文实体,属于形式,be6715edcbe7db8f,形式实体,锦瑟 → 属于形式 → 诗
9822debcdc64,诗文实体,属于形式,c809738f22126c36,形式实体,破阵子·为陈同甫赋壮词以寄之 → 属于形式 → 词
202a800b9239,诗文实体,属于形式,c809738f22126c36,形式实体,沁园春·雪 → 属于形式 → 词
3185407c5519,诗文实体,属于形式,be6715edcbe7db8f,形式实体,月下独酌·其一 → 属于形式 → 诗
07be0fb0e7a4,诗文实体,属于形式,c809738f22126c36,形式实体,浪淘沙令·帘外雨潺潺 → 属于形式 → 词
62280919c9c5,诗文实体,属于形式,be6715edcbe7db8f,形式实体,闻王昌龄左迁龙标遥有此寄 → 属于形式 → 诗
ba8834731905,诗文实体,属于形式,be6715edcbe7db8f,形式实体,侠客行 → 属于形式 → 诗
22e73d066e9d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,客中作 → 属于形式 → 诗
ee72baa043c8,诗文实体,属于形式,c809738f22126c36,形式实体,渔歌子·西塞山前白鹭飞 → 属于形式 → 词
c097c9be570d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,惠州一绝 → 属于形式 → 诗
0f6ad3fb3d95,诗文实体,属于形式,be6715edcbe7db8f,形式实体,画鸡 → 属于形式 → 诗
709b2d5c7ebf,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠孟浩然 → 属于形式 → 诗
6d92137e47bc,诗文实体,属于形式,be6715edcbe7db8f,形式实体,春日忆李白 → 属于形式 → 诗
0bd6e40d1ee5,诗文实体,属于形式,be6715edcbe7db8f,形式实体,秋词二首 → 属于形式 → 诗
f08c341659b7,诗文实体,属于形式,c809738f22126c36,形式实体,兰陵王·柳 → 属于形式 → 词
a0290f719b42,诗文实体,属于形式,be6715edcbe7db8f,形式实体,咏柳 → 属于形式 → 诗
f4ff6f3abcbc,诗文实体,属于形式,be6715edcbe7db8f,形式实体,杨柳枝词 → 属于形式 → 诗
853e2d78af4a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,柳 → 属于形式 → 诗
7d9b2c7efa2a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赋得江边柳 → 属于形式 → 诗
3377b5463bcc,诗文实体,属于形式,be6715edcbe7db8f,形式实体,新柳 → 属于形式 → 诗
40927edc1744,诗文实体,属于形式,c809738f22126c36,形式实体,金明池·咏寒柳 → 属于形式 → 词
9488a9c708f6,诗文实体,属于形式,be6715edcbe7db8f,形式实体,柳 → 属于形式 → 诗
f75506a56bb6,诗文实体,属于形式,be6715edcbe7db8f,形式实体,杨柳枝八首·其七 → 属于形式 → 诗
f17a31e56b85,诗文实体,属于形式,c809738f22126c36,形式实体,洞仙歌·咏柳 → 属于形式 → 词
512bcd4b930a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,江边柳 → 属于形式 → 诗
75d03e6c3642,诗文实体,属于形式,be6715edcbe7db8f,形式实体,柳枝词 → 属于形式 → 诗
709ca73400bf,诗文实体,属于形式,be6715edcbe7db8f,形式实体,题柳 → 属于形式 → 诗
9c02bd36e43b,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠柳 → 属于形式 → 诗
3809ce77a757,诗文实体,属于形式,c809738f22126c36,形式实体,醉桃源·柳 → 属于形式 → 词
1277187530eb,诗文实体,属于形式,c809738f22126c36,形式实体,卜算子·新柳 → 属于形式 → 词
8e39e3738cdc,诗文实体,属于形式,c809738f22126c36,形式实体,淡黄柳·咏柳 → 属于形式 → 词
68484f63f21d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,新柳 → 属于形式 → 诗
baf1f5e8d15b,诗文实体,属于形式,c809738f22126c36,形式实体,花心动·柳 → 属于形式 → 词
183d69f50755,诗文实体,属于形式,be6715edcbe7db8f,形式实体,长歌行 → 属于形式 → 诗
4c1364cb1da5,诗文实体,属于形式,be6715edcbe7db8f,形式实体,观书有感·其一 → 属于形式 → 诗
dd1c97accf6e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,观书有感·其二 → 属于形式 → 诗
28ff51f6c406,诗文实体,属于形式,be6715edcbe7db8f,形式实体,观书 → 属于形式 → 诗
5f6d9e83cdbc,诗文实体,属于形式,be6715edcbe7db8f,形式实体,奉赠韦左丞丈二十二韵 → 属于形式 → 诗
e80463a9d45e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,读山海经·其一 → 属于形式 → 诗
0b13effda1b9,诗文实体,属于形式,be6715edcbe7db8f,形式实体,绝句·书当快意读易尽 → 属于形式 → 诗
197c5ff05fcb,诗文实体,属于形式,c809738f22126c36,形式实体,清平乐·金风细细 → 属于形式 → 词
38eea8cb7c42,诗文实体,属于形式,c809738f22126c36,形式实体,谢新恩·冉冉秋光留不住 → 属于形式 → 词
b8de18a714fd,诗文实体,属于形式,c809738f22126c36,形式实体,点绛唇·新月娟娟 → 属于形式 → 词
14d0f7f4d914,诗文实体,属于形式,c809738f22126c36,形式实体,拜星月慢·夜色催更 → 属于形式 → 词
f57362f88d46,诗文实体,属于形式,c809738f22126c36,形式实体,天香·烟络横林 → 属于形式 → 词
b4fa01825520,诗文实体,属于形式,c809738f22126c36,形式实体,竹马子·登孤垒荒凉 → 属于形式 → 词
c0e31b8bf7b1,诗文实体,属于形式,c809738f22126c36,形式实体,浣溪沙·荷芰风轻帘幕香 → 属于形式 → 词
45eb9ff8539c,诗文实体,属于形式,c809738f22126c36,形式实体,鹊踏枝·萧索清秋珠泪坠 → 属于形式 → 词
1b064e2039a8,诗文实体,属于形式,c809738f22126c36,形式实体,采桑子·辘轳金井梧桐晚 → 属于形式 → 词
1299f53d68be,诗文实体,属于形式,c809738f22126c36,形式实体,贺新郎·秋晓 → 属于形式 → 词
d2ad0a13cbfe,诗文实体,属于形式,c809738f22126c36,形式实体,谒金门·七月既望湖上雨后作 → 属于形式 → 词
f8f84173d519,诗文实体,属于形式,c809738f22126c36,形式实体,秋霁·江水苍苍 → 属于形式 → 词
8de1d073626d,诗文实体,属于形式,c809738f22126c36,形式实体,玉京秋·烟水阔 → 属于形式 → 词
9c90bca629bb,诗文实体,属于形式,be6715edcbe7db8f,形式实体,老树 → 属于形式 → 诗
870828ca8aaa,诗文实体,属于形式,be6715edcbe7db8f,形式实体,行路难·其一 → 属于形式 → 诗
efec283b31e0,诗文实体,属于形式,be6715edcbe7db8f,形式实体,望岳 → 属于形式 → 诗
f6c40e3d4893,诗文实体,属于形式,be6715edcbe7db8f,形式实体,酬乐天扬州初逢席上见赠 → 属于形式 → 诗
eda29e11ff49,诗文实体,属于形式,c809738f22126c36,形式实体,浣溪沙·一曲新词酒一杯 → 属于形式 → 词
f2f5469a6044,诗文实体,属于形式,be6715edcbe7db8f,形式实体,题西林壁 → 属于形式 → 诗
a9a16104dd1b,诗文实体,属于形式,c809738f22126c36,形式实体,浣溪沙·游蕲水清泉寺 → 属于形式 → 词
d78b6331098e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,龟虽寿 → 属于形式 → 诗
c90ff9ea5a71,诗文实体,属于形式,be6715edcbe7db8f,形式实体,登鹳雀楼 → 属于形式 → 诗
4d795944b856,诗文实体,属于形式,c809738f22126c36,形式实体,雨霖铃·寒蝉凄切 → 属于形式 → 词
c348339f28fd,诗文实体,属于形式,be6715edcbe7db8f,形式实体,送友人 → 属于形式 → 诗
cfa983aabd96,诗文实体,属于形式,be6715edcbe7db8f,形式实体,行行重行行 → 属于形式 → 诗
a6ac390bd248,诗文实体,属于形式,c809738f22126c36,形式实体,踏莎行·候馆梅残 → 属于形式 → 词
76c8331c8937,诗文实体,属于形式,c809738f22126c36,形式实体,阳关曲·中秋月 → 属于形式 → 词
33199885635a,诗文实体,属于形式,be6715edcbe7db8f,形式实体,金铜仙人辞汉歌 → 属于形式 → 诗
b4fbe7244670,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠别二首·其二 → 属于形式 → 诗
b1092a25a924,诗文实体,属于形式,c809738f22126c36,形式实体,清平乐·留人不住 → 属于形式 → 词
15684c1da05b,诗文实体,属于形式,be6715edcbe7db8f,形式实体,金陵酒肆留别 → 属于形式 → 诗
ce50758cd06d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠李白 → 属于形式 → 诗
8d889937d1fe,诗文实体,属于形式,be6715edcbe7db8f,形式实体,杂诗三首·其二 → 属于形式 → 诗
cf482f8bf41e,诗文实体,属于形式,be6715edcbe7db8f,形式实体,赠范晔诗 → 属于形式 → 诗
8482e9aeff67,诗文实体,属于形式,c809738f22126c36,形式实体,清平乐·年年雪里 → 属于形式 → 词
8cacf9e0bd42,诗文实体,属于形式,c809738f22126c36,形式实体,临江仙·梅 → 属于形式 → 词
1ad0b1b0aa43,诗文实体,属于形式,be6715edcbe7db8f,形式实体,白梅 → 属于形式 → 诗
53b46be5f768,诗文实体,属于形式,be6715edcbe7db8f,形式实体,梅花绝句二首·其一 → 属于形式 → 诗
1f31b0a2acae,诗文实体,属于形式,be6715edcbe7db8f,形式实体,梅花 → 属于形式 → 诗
2d23b7f17f02,诗文实体,属于形式,c809738f22126c36,形式实体,渔家傲·雪里已知春信至 → 属于形式 → 词
f89e91962a3d,诗文实体,属于形式,be6715edcbe7db8f,形式实体,寒夜 → 属于形式 → 诗
93ac46de573f,诗文实体,属于形式,be6715edcbe7db8f,形式实体,石壕吏 → 属于形式 → 诗
977076fa07f4,诗文实体,属于形式,be6715edcbe7db8f,形式实体,兵车行 → 属于形式 → 诗
5bb99a1c18ba,诗文实体,属于形式,be6715edcbe7db8f,形式实体,七月 → 属于形式 → 诗
5750da07b0e8,诗文实体,属于形式,c809738f22126c36,形式实体,贺新郎·同父见和再用韵答之 → 属于形式 → 词
30a67e5c53be,诗文实体,属于形式,be6715edcbe7db8f,形式实体,从军行七首 → 属于形式 → 诗
6d2a1b1d0245,诗文实体,属于形式,c809738f22126c36,形式实体,点绛唇·闲倚胡床 → 属于形式 → 词
5487665ffe0a,诗文实体,属于形式,c809738f22126c36,形式实体,井底引银瓶·止淫奔也 → 属于形式 → 词
